userId,animeId,rating
111609,8851,5
238874,13734,3
241978,6060,5
28611,6225,7
127063,5783,9
190267,6099,5
132995,5339,4
319691,1639,3
255040,14486,2
257215,9549,5
61495,12902,4
240705,12141,4
34833,14093,10
86603,13354,9
5730,7470,4
48141,5100,10
214275,9944,5
9895,9337,8
300779,13025,2
36751,9789,2
224955,14321,1
256835,14007,3
35998,3637,9
274527,9394,1
245518,9180,6
245518,4831,4
240705,9061,1
87509,9199,7
103173,4793,10
6970,26,10
77117,999,5
200875,7915,5
269133,4442,3
270365,14831,2
156755,4204,5
208145,10117,3
215887,3523,1
214220,6933,2
61495,1512,10
32090,1429,8
210344,13933,9
31378,13423,7
7391,10454,1
68535,12145,3
319691,8753,1
50799,4023,4
312736,1128,6
32847,14542,3
252929,15216,4
176467,3170,1
68535,12183,7
6735,10940,2
125665,11311,4
50799,3223,10
199490,12908,9
76727,175,6
28282,7104,6
293400,15798,10
232415,13827,2
28282,13245,3
18594,6116,6
302157,12505,2
211599,13339,6
201019,6563,7
320056,271,1
190267,1669,7
215887,14210,10
113407,10316,2
219037,3960,7
247201,7122,8
318697,109,2
283760,4883,10
214220,11832,7
219037,11796,6
68535,8670,7
274527,13265,6
27514,10737,6
261304,3404,1
47999,4384,4
84339,1614,8
261304,4644,10
255040,3207,5
247201,6983,1
240730,13128,3
221826,5573,10
87509,8463,6
32316,7755,9
136039,9474,4
319691,15162,6
31874,6218,7
168041,12924,9
267742,3286,4
22052,7852,7
263638,5666,10
97769,14195,3
310994,11950,5
61495,8151,7
187814,15264,10
68641,6816,8
267742,9505,2
201019,10738,8
183070,9476,1
201019,12839,9
246838,8213,10
13275,10358,2
95459,10179,1
240705,13985,3
6970,4956,10
252929,10017,8
311724,4047,1
36588,106,1
190261,13532,9
201019,10175,9
204451,567,2
9895,13183,2
242570,858,9
253216,7553,6
103025,5946,4
102291,791,2
12046,5480,9
1733,7215,1
319691,9870,10
32090,6700,7
35998,4999,2
103025,14942,3
241978,11522,5
5746,10594,4
71921,10339,1
16560,9042,1
200875,6266,4
87363,7921,5
24181,6126,5
257346,6911,2
22391,9349,4
60413,10799,1
19946,9514,7
111609,479,4
7650,75,3
7852,84,5
35998,10613,10
5347,15017,5
28282,6697,8
36751,366,1
188945,10790,2
6970,8598,2
292425,4535,8
104479,3769,10
19946,14346,6
208145,6241,10
241978,10689,6
112691,13398,10
272649,13072,10
211599,6662,1
16560,10566,6
28611,12439,3
71921,12138,2
27514,501,2
318697,10993,7
68641,5568,3
200875,12342,3
184515,9559,2
12046,11442,9
242399,10766,7
25716,11236,7
188945,7036,2
28859,5030,6
130379,7153,9
280542,10707,7
113407,14838,9
28282,10912,8
277767,4115,7
7547,14581,1
67663,10575,10
24181,12782,10
292425,8006,1
247201,5522,6
5918,4853,3
292425,6593,9
112077,10332,10
35998,5662,7
39685,12963,5
277767,11902,8
99353,10846,6
124989,7952,2
255040,14496,3
204451,3384,5
270365,8532,10
277767,15804,1
50845,3529,8
257215,4076,9
47999,3602,9
10285,8326,7
61495,7660,4
77051,10475,7
77117,11794,1
35998,980,5
242370,14972,7
156755,14151,2
293400,8019,1
50799,1500,2
26220,5096,9
77117,9155,2
81400,15085,6
103173,13220,1
76727,5126,3
117617,3866,8
50735,680,6
119963,4621,5
1,11757,8
1,9989,9
67949,4177,9
14615,4177,7
15532,4177,7
12162,4177,3
110277,4177,8
12532,4177,4
9537,4177,9
13792,4177,6
45675,4177,8
19186,4177,9
12225,4177,7
203403,123,9
18827,123,8
98109,123,4
145233,1281,7
229567,1281,6
207004,1281,10
252145,87,6
220980,87,9
86377,87,6
205620,87,8
204842,87,10
29459,87,9
31280,87,8
44575,87,8
47209,87,10
233870,87,4
308256,87,5
78768,123,8
309137,87,8
3435,87,7
293876,87,4
249855,87,5
109,87,9
133009,87,5
252001,87,5
8242,87,8
8629,87,8
193812,123,10
58509,123,8
112785,123,7
204154,123,7
79258,123,4
15960,123,10
38982,123,10
29668,123,7
27965,123,8
16307,123,10
29707,123,10
29806,123,10
13277,123,10
320752,123,6
262223,123,8
147191,123,9
23563,123,10
29759,123,10
295288,123,5
203468,123,9
213030,1281,7
222557,1281,10
35259,123,10
8872,123,10
281248,123,10
319877,123,5
180122,123,6
22446,123,9
16750,123,10
46009,123,6
15307,123,8
8675,123,7
267515,123,5
25658,123,5
29716,123,4
362,123,9
196,123,8
391,123,10
8582,123,9
255756,1281,7
265363,1281,9
265563,1281,10
266693,1281,5
268454,1281,7
270754,1281,7
274685,1281,9
204535,1281,7
209327,1281,7
212902,1281,8
223847,1281,8
224292,1281,7
181811,1281,5
129039,1281,9
279416,1281,9
240067,1281,9
285777,1281,9
286904,1281,3
287903,1281,10
299323,1281,9
64075,10620,7
60165,10620,10
66579,10620,8
59941,10620,10
58851,10620,8
62873,10620,10
98537,10620,9
98465,10620,7
278470,10620,3
238413,10620,10
238693,10620,8
252360,10620,10
239392,10620,4
57885,10620,9
70317,10620,8
233992,10620,8
234491,10620,10
156791,10620,7
62457,10620,9
235063,10620,7
213023,10620,10
224414,10620,4
232953,10620,10
73353,10620,10
199491,10620,10
195839,10620,5
214611,10620,9
198439,10620,10
232651,10620,8
120089,10620,10
59027,10620,10
197439,10620,9
146161,10620,9
94897,10620,8
142727,10620,10
203768,10620,8
110561,10620,9
221514,10620,9
236768,10620,1
67593,10620,9
86173,10620,10
70391,10620,10
93191,10620,9
128547,10620,9
206418,10620,7
237899,10620,4
250039,10620,10
250040,10620,9
268450,10620,7
305663,10620,7
270746,10620,9
252951,10620,10
308378,10620,7
272886,10620,9
242428,10620,3
242944,10620,8
146839,10620,6
132735,10620,8
132495,10620,2
46807,10620,8
104405,10620,7
115527,10620,10
71469,10620,9
59501,10620,10
161659,10620,8
189930,10620,6
198578,10620,10
232570,10620,2
170967,10620,7
169327,10620,10
223128,10620,4
202650,10620,7
315063,10620,8
316082,10620,2
258004,10620,10
258018,10620,9
258820,10620,10
320546,10620,7
323428,10620,8
323721,10620,7
285784,10620,9
133377,10620,9
73283,10620,9
98865,10620,8
48749,10620,8
98783,10620,8
67831,10620,10
219738,10620,1
59519,10620,9
183668,10620,2
74099,10620,8
223616,10620,3
191671,10620,8
168911,10620,6
319624,1699,8
23295,1699,10
135417,1699,8
201591,1699,9
40363,1699,10
135267,1699,7
232044,1699,10
21567,1699,7
89427,1699,10
290506,10620,9
245516,10620,4
278199,10620,7
62041,10620,6
72339,10620,10
59363,10620,9
180740,10620,4
157779,10620,9
156309,10620,10
136313,10620,10
80236,10620,10
140937,10620,7
164311,10620,8
268590,1699,9
22593,1699,10
35511,1699,10
78347,1699,8
2072,1699,9
135599,1699,9
140745,1699,6
75525,1699,4
98503,1699,9
229176,1699,8
50209,1699,9
8215,1699,10
19831,1699,8
278786,1699,6
279428,1699,8
298094,1699,6
60567,1699,9
36302,1699,8
109621,1699,10
204492,10620,9
194925,10620,8
184858,10620,3
185857,10620,6
71537,10620,10
281299,10620,9
307721,10620,8
264993,10620,10
312743,10620,10
65935,10620,10
45247,10620,9
50329,10620,9
232940,10620,10
88189,10620,6
196652,10620,8
190785,10620,10
33126,1699,7
7392,1699,10
16665,1699,10
218536,1699,10
107341,1699,8
67129,1699,8
239930,1699,5
264926,1699,9
84955,1699,9
26273,1699,4
215553,1699,7
67973,1699,10
9551,1699,10
216544,1699,10
179001,1699,9
165343,1699,10
240525,1699,4
157003,10620,8
290949,10620,8
325256,10620,1
65531,10620,10
48321,10620,8
101837,10620,10
66105,10620,6
154825,10620,7
165051,10620,8
56115,10620,9
216426,1699,6
74077,1699,9
23380,1699,7
94715,1699,8
50561,10620,10
159445,10620,2
20332,1699,10
32980,1699,6
46151,1699,10
82212,1699,7
306088,1699,10
120535,1699,10
1019,1699,5
280535,1699,9
323244,1699,5
287822,1699,3
22147,1699,7
94543,1699,4
180826,1699,9
29073,1699,10
169683,10620,8
169523,10620,10
200155,10620,3
204073,10620,10
204470,10620,10
205436,10620,9
71557,10620,3
299215,10620,8
281274,10620,9
300545,10620,3
62999,10620,9
103567,10620,10
95091,10620,9
186995,10620,5
123139,10620,4
20138,1293,10
95519,1293,10
93091,1293,8
86805,1293,9
246441,1293,10
285221,1293,10
196781,1293,7
321119,1293,10
263835,1293,10
171855,1293,8
172213,1293,9
34,1293,9
46091,1293,8
19294,1699,8
118329,1699,5
23877,1699,9
37864,1699,8
37720,1699,7
2131,1699,10
164351,1699,9
30862,1699,8
1777,1699,6
5216,1699,9
1529,1699,10
1492,1699,9
16396,1699,7
31865,1699,9
7597,1699,3
5267,1699,6
3926,1699,5
1207,1699,9
1966,1699,9
4145,1699,10
160273,10350,8
154431,233,6
139883,233,10
15681,233,9
7974,233,9
199090,10620,2
68285,10620,8
57833,10620,9
59573,10620,10
194920,10620,7
82384,10620,9
201502,10620,4
139881,10620,10
146835,10620,8
57527,10620,10
139887,10620,10
104177,10620,5
88425,10620,9
203966,10620,5
158651,10620,6
195938,10620,8
57077,10620,9
152543,10620,9
295924,10620,8
303322,709,8
278035,709,3
7987,709,8
246978,709,9
28278,709,10
17030,709,7
168661,10620,9
19707,951,9
86861,10620,10
156755,10620,9
131627,10620,9
195241,10620,9
194612,10620,7
94289,10620,8
65927,10620,8
132957,10620,3
62277,10620,9
119975,10620,4
179240,10620,10
181180,10620,10
176627,10620,9
46979,10620,9
46283,10620,9
77807,951,9
151711,10620,8
93509,10620,9
50225,10620,10
260120,477,7
79126,1011,8
220209,1281,7
300386,1281,6
270846,1281,10
314746,1281,8
279356,1281,5
303859,1281,10
306087,1281,10
27266,1281,6
16886,1281,4
44703,4177,8
56809,4177,9
177341,1281,4
20746,4177,8
52011,4177,9
131557,1281,10
117909,4177,8
53757,4177,8
21138,4177,8
129717,1281,8
318285,1281,9
319979,1281,10
321862,1281,8
322564,1281,9
269181,1281,8
123429,1281,4
220098,1281,7
218935,1281,10
214918,1281,9
212257,1281,8
204742,1281,3
213148,1281,8
279931,1281,7
126771,4177,9
137921,4177,8
237864,4177,7
250962,4177,8
81382,4177,8
59825,4177,8
65105,4177,7
20175,4177,8
120397,4177,9
107867,4177,8
289302,4177,9
206238,4177,8
55793,4177,7
83627,4177,8
60025,4177,8
261333,4177,3
12404,4177,8
47635,4177,9
42729,4177,6
185568,4177,8
114045,1281,10
293067,1281,8
294160,1281,10
204723,1281,6
307280,1281,3
204230,1281,8
8933,1281,3
117275,1281,10
20586,1281,6
137145,1281,8
46885,1281,10
229687,1281,6
195586,1281,7
205176,1281,9
4808,1281,7
323015,4177,8
52989,4177,7
205215,4177,5
167491,4177,9
8347,4177,7
218763,4177,8
241238,4177,8
12275,4177,7
11936,4177,6
234138,740,6
118955,740,7
143471,740,6
301612,740,8
19781,740,5
295055,740,7
36211,740,6
200892,740,9
169997,740,8
7766,740,7
13070,740,9
140863,10620,8
255751,951,10
269533,709,9
248539,709,10
280116,9930,10
257711,9930,10
125257,10620,7
29915,233,9
322750,233,9
202176,10350,8
147255,10350,8
218073,10350,8
80240,1293,10
239739,1293,7
197404,1293,7
25289,1293,8
163427,10620,9
58857,10620,10
76441,10620,6
180995,10620,10
173613,10620,9
243489,1699,6
95441,1699,7
205135,10620,10
203978,10620,10
193654,10620,1
194128,10620,8
194061,10620,10
193690,10620,10
92307,10620,10
138615,10620,8
47669,1699,9
76123,1699,10
6848,1699,5
183549,10620,1
198082,10620,10
202671,10620,7
209388,10620,9
232552,1699,10
165761,10620,10
86523,10620,10
56531,10620,9
159423,10620,10
215845,10620,9
58945,10620,8
202042,10620,8
57475,1699,10
78824,1699,10
105891,1699,10
319610,1699,4
264358,10620,10
228310,10620,8
150555,10620,9
100003,10620,7
49861,10620,6
217697,10620,10
220324,10620,9
70305,10620,10
213754,10620,9
161181,10620,9
212963,10620,4
202679,10620,9
216690,10620,8
184226,10620,5
210835,10620,8
160505,10620,9
208991,10620,9
197147,10620,6
72439,10620,10
209018,10620,8
68083,10620,10
120833,10620,10
78557,10620,9
124941,10620,9
110811,10620,9
296574,10620,9
296902,10620,2
299373,10620,8
299833,10620,4
301919,10620,9
267437,10620,8
249800,10620,10
95245,10620,10
145691,10620,9
71533,10620,10
80836,10620,9
205801,10620,9
218240,10620,10
227504,10620,10
139973,10620,9
205181,10620,7
145517,10620,7
231408,10620,9
114509,10620,9
90233,10620,7
196109,10620,10
170745,10620,10
219939,10620,9
74919,10620,9
239884,10620,8
281862,10620,10
256659,10620,8
288052,10620,6
286305,10620,6
288090,10620,3
293014,10620,5
61313,10620,9
89847,10620,10
121709,10620,9
106359,10620,9
102079,10620,8
100811,10620,8
94547,10620,9
104521,10620,9
70589,10620,7
62149,10620,8
60779,10620,9
235315,10620,9
230899,10620,9
216983,10620,10
212007,10620,10
156999,10620,9
156029,10620,8
133953,10620,10
161635,10620,10
193172,10620,3
267808,10620,10
268057,10620,9
245072,10620,8
245262,10620,7
245275,10620,10
270948,10620,7
277021,10620,8
123795,10620,9
119817,10620,9
256443,10620,10
256498,10620,8
258246,10620,9
319254,10620,10
259683,10620,9
320146,10620,8
320755,10620,7
322172,10620,5
322444,10620,1
225331,10620,10
69503,10620,7
129279,10620,9
228163,10620,8
218965,10620,8
226476,10620,6
232862,10620,8
212586,10620,5
149501,10620,9
216061,10620,10
108799,10620,7
217115,10620,9
83953,10620,8
145869,10620,9
96929,10620,8
153875,10620,8
201895,10620,7
80642,10620,9
240094,10620,7
283190,10620,7
241571,10620,10
288679,10620,4
243718,10620,7
107505,10620,9
106353,10620,7
109765,10620,9
126349,10620,9
116291,10620,8
114709,10620,9
113961,10620,10
129597,10620,5
142625,10620,9
79894,10620,7
77779,10620,10
204405,10620,1
132997,10620,7
230192,10620,6
102665,10620,9
239607,10620,7
240389,10620,6
245502,10620,6
311263,10620,5
227578,10620,6
188505,10620,6
218219,10620,6
283047,10620,4
268306,10620,6
235237,10620,6
257389,10620,6
240350,10620,6
323820,10620,4
214348,10620,7
219915,10620,6
321417,10620,4
253779,10620,2
320888,10620,6
191290,10620,6
225185,10620,4
139411,10620,7
80846,10620,7
108503,10620,9
106601,10620,8
249670,10620,3
262362,10620,6
263297,10620,5
274339,10620,3
74711,10620,10
224969,10620,8
71993,10620,10
72923,10620,9
236015,10620,4
67285,10620,10
234143,10620,6
232748,10620,9
207641,10620,2
157443,10620,7
219358,10620,10
100719,10620,9
143529,10620,9
149911,10620,6
72943,10620,9
280049,10620,9
238330,10620,8
238745,10620,1
244216,10620,5
291441,10620,7
291811,10620,9
294487,10620,8
295072,10620,6
295583,10620,7
248103,10620,9
250298,10620,10
307996,10620,8
253455,10620,7
312659,10620,10
206514,10620,8
175963,10620,7
96863,10620,7
213496,10620,8
109927,10620,9
97127,10620,10
208168,10620,4
128061,10620,6
193126,10620,7
109961,10620,8
209706,10620,5
108969,10620,8
219639,10620,2
233113,10620,8
130317,10620,6
65277,10620,8
65515,10620,8
233974,10620,7
119957,10620,6
60247,10620,10
96547,10620,9
60233,10620,8
219276,10620,10
76653,10620,9
223873,10620,7
222355,10620,9
261369,10620,8
261515,10620,7
240377,10620,5
240664,10620,10
240854,10620,9
240857,10620,4
262540,10620,8
263640,10620,6
265558,10620,8
267391,10620,7
121255,10620,9
127699,10620,10
127003,10620,8
123547,10620,8
208353,10620,6
133627,10620,5
223547,10620,4
223445,10620,3
218136,10620,1
225511,10620,8
228237,10620,9
236179,10620,9
210970,10620,9
207509,10620,9
202062,10620,7
193672,10620,7
176013,10620,10
73949,10620,8
63689,10620,9
102979,10620,7
111445,10620,8
54911,10620,7
36655,9919,10
157053,9919,3
178901,9919,7
44683,9919,6
36931,9919,6
18048,182,9
95377,182,10
19290,182,8
33198,8795,9
190743,8795,8
114257,8795,8
286738,8795,7
262770,8795,3
35691,8795,3
192678,8795,7
99207,8795,1
159163,8795,3
177305,8795,7
194749,8795,7
30994,8795,9
82420,8795,6
62431,8795,9
32018,8795,10
40853,8795,9
89939,8795,8
78069,8795,8
54473,8795,3
43269,6956,8
28142,6956,7
29463,6956,9
238211,6956,8
262193,6956,8
264545,6956,9
272140,6956,8
65547,6956,7
223402,6956,6
97905,6956,7
33793,6956,7
197269,6956,7
227253,6956,8
204849,6956,7
61885,6956,10
208206,6956,6
42231,6956,7
29376,6956,7
313051,6956,9
323492,6956,10
38840,9919,7
277093,9919,8
186815,9919,4
139313,9919,6
52321,9919,6
48185,9919,6
42881,9919,6
36190,9919,9
36704,9919,10
38429,9919,7
36400,9919,10
43217,9919,6
37650,9919,2
36758,9919,9
122887,9919,7
44863,9919,6
155107,9919,4
52287,9919,3
48147,9919,6
37605,9919,9
198604,283,9
20354,283,9
114801,283,10
81104,283,10
116841,11737,9
119661,11737,10
238148,11737,8
28688,182,10
25274,182,8
235412,182,8
7503,182,9
264558,182,9
274119,182,9
132349,182,9
237231,182,7
299878,182,8
307032,182,9
58143,182,5
32915,182,9
100159,182,9
31060,182,9
27133,182,8
67699,182,6
195282,182,8
79026,182,7
89073,182,10
76595,182,8
67299,12883,8
319994,12883,5
229281,12883,8
80572,12883,10
217037,12883,10
67827,12883,9
233368,12883,9
199394,12883,10
250659,12883,8
251337,12883,8
74403,12883,10
192213,12883,8
185449,12883,9
220670,12883,10
76035,12883,10
220004,1211,9
34050,9510,6
243365,9510,7
34793,9510,8
216368,9510,10
262192,9510,9
34797,9510,10
34051,9510,10
34466,9510,9
33885,8795,3
33064,8795,8
138209,8795,6
31934,8795,10
190371,8795,8
155431,8795,9
166015,8795,8
110669,8795,6
182783,8795,9
185350,8795,3
32361,8795,6
30988,8795,9
121289,8795,9
31533,8795,1
191254,8795,9
30984,8795,4
33038,8795,6
36414,8795,9
33104,8795,3
30992,8795,10
11048,444,10
314065,444,10
3292,444,9
483,444,8
39723,444,8
470,444,9
51077,6956,9
193830,6956,8
301775,6956,8
316816,6956,7
179109,6956,9
177521,6956,8
149219,6956,8
27873,6956,7
188227,6956,7
27686,6956,8
23813,6956,9
27436,6956,7
25478,6956,8
23807,6956,8
26311,6956,5
27788,6956,9
27720,6956,8
27773,6956,4
32777,6956,5
27760,6956,9
33262,8795,8
269844,8795,10
196649,8795,7
50691,8795,1
168359,8795,10
34483,8795,9
180030,8795,7
28830,6956,8
189929,6956,9
188524,6956,6
75783,6956,9
33869,6956,8
200194,6956,8
206964,6956,7
223021,6956,9
27765,6956,8
27276,6956,10
237530,6956,9
240081,6956,8
306332,6956,8
255732,6956,10
189787,6956,9
90811,6956,8
211038,6956,9
223345,6956,7
110901,6956,7
127801,6956,9
183209,9919,5
196232,9919,6
84575,9919,9
170653,9919,9
184491,9919,5
173595,9919,7
37230,9919,8
164489,9919,6
197787,9919,5
318363,9919,10
37249,9919,10
302442,9919,5
78155,9919,6
198606,9919,7
321,398,9
146049,740,7
110419,444,7
79772,9510,8
86549,1211,8
252846,283,9
30986,8795,9
263375,182,10
205091,9919,8
274082,8795,9
277767,8795,3
195171,8795,8
144533,8795,7
31186,8795,8
222245,8795,9
33720,8795,9
227559,8795,9
224051,8795,9
189393,9919,6
149075,8795,7
36213,8795,8
158379,8795,4
35600,8795,10
314403,8795,8
240962,8795,8
272912,8795,8
248215,8795,8
242932,9919,4
90005,9919,8
231178,9919,5
37592,9919,10
37203,9919,10
36455,9919,10
88575,9919,10
234241,9919,5
43163,9919,7
48969,9919,7
49249,9919,7
52877,8795,8
267691,9919,7
269864,9919,6
271028,9919,9
271269,9919,5
274471,9919,9
210060,9919,5
201254,9919,7
198198,9919,9
61655,9919,8
81492,9919,4
69297,9919,10
51701,9919,9
104705,9919,9
227869,9919,9
135153,9919,6
140949,9919,8
248671,9919,7
305389,9919,7
253290,9919,7
227904,9919,8
99841,9919,6
80474,9919,10
42041,9919,10
213215,9919,7
226064,9919,7
41089,9919,10
44781,9919,9
50009,9919,8
44245,9919,10
86531,9919,8
85905,9919,9
81312,9919,9
234169,9919,7
219429,9919,9
218513,9919,9
210568,9919,8
206224,9919,7
207367,9919,6
219444,9919,9
162669,9919,8
134517,9919,9
97401,9919,8
242383,9919,6
242432,9919,8
245141,9919,8
245143,9919,6
245287,9919,8
251124,9919,9
265640,9919,7
268446,9919,8
269207,9919,7
88563,9919,9
136081,9919,9
139569,9919,9
45313,9919,9
146481,9919,7
59561,9919,6
235940,9919,6
116991,9919,9
132905,9919,9
141383,9919,8
76389,9919,8
55699,9919,9
80498,9919,9
256978,9919,3
57721,9919,8
106621,9919,8
105219,9919,6
131261,9919,7
128223,9919,9
67557,9919,7
91699,9919,9
67407,9919,9
100279,9919,10
44667,9919,9
125603,9919,8
136267,9919,7
102071,9919,9
49901,9919,8
110913,9919,9
105519,9919,7
228018,9919,5
103293,9919,6
82556,9919,10
157409,9919,10
224397,9919,8
149747,9919,6
127231,9919,10
145475,9919,9
150195,9919,9
153269,9919,9
272160,9919,7
273121,9919,7
195252,9919,8
98873,9919,9
94817,9919,8
93015,9919,10
98921,9919,8
94683,9919,9
134907,9919,9
111015,9919,8
126971,9919,7
141405,9919,8
142613,9919,10
156839,9919,7
153391,9919,8
90863,9919,6
79800,9919,9
66061,9919,6
72529,9919,10
235869,9919,4
52299,9919,10
51861,9919,7
87467,9919,7
238146,9919,8
240391,9919,10
286309,9919,8
242285,9919,7
289753,9919,7
292146,9919,9
245205,9919,7
292877,9919,8
292988,9919,4
246584,9919,10
296087,9919,8
225139,9919,6
215236,9919,6
213542,9919,9
206413,9919,8
38673,9919,7
179383,9919,10
152055,9919,9
147873,9919,8
69385,9919,9
226787,9919,9
133841,9919,6
185074,9919,9
36686,9919,10
76361,9919,9
46165,9919,7
47525,9919,8
238533,9919,8
257973,9919,4
318829,9919,10
321763,9919,7
324251,9919,7
264885,9919,7
266365,9919,9
227920,9919,5
233722,9919,6
218696,9919,3
223351,9919,8
145951,9919,8
61239,9919,6
90751,9919,8
179678,9919,10
144115,9919,7
62083,9919,9
286421,9919,5
38932,9919,10
60569,8795,7
58681,8795,10
69179,8795,7
40903,8795,6
56879,8795,10
33154,8795,8
200275,8795,10
132951,8795,8
244565,8795,8
234454,8795,10
233253,8795,6
100977,8795,10
65267,8795,9
212272,9919,6
38861,9919,9
133823,9919,5
203688,9919,9
198425,9919,6
194733,9919,9
186433,9919,8
201627,9919,4
192210,9919,7
177081,8795,9
143821,8795,8
212453,8795,5
96781,8795,8
210355,8795,7
37315,8795,6
184343,8795,8
299448,8795,6
303331,8795,10
308976,8795,9
234440,8795,9
70971,8795,6
63683,8795,8
209761,8795,10
210931,8795,9
112359,8795,10
235240,8795,10
33260,8795,7
154749,8795,8
31947,8795,7
77069,8795,9
219881,8795,8
215543,8795,3
78137,8795,10
205520,8795,8
33679,8795,6
36523,8795,9
188853,8795,9
108239,8795,6
207167,8795,6
233855,8795,7
228498,8795,7
191841,9919,9
264700,9919,4
299734,9919,6
303903,9919,5
305211,9919,7
306207,9919,10
164307,9919,8
276649,9919,3
175773,9919,7
197067,9919,5
164667,9919,8
193968,9919,8
163537,9919,5
182084,9919,6
191372,9919,7
185138,9919,8
151759,9919,7
186148,9919,8
98097,9919,7
279783,8795,10
251482,8795,10
187172,8795,7
185549,8795,10
143903,8795,8
60623,8795,3
101623,8795,9
33177,8795,10
32587,8795,10
33244,8795,7
65723,8795,9
74929,8795,10
41915,8795,10
297770,8795,8
238969,8795,8
306645,8795,7
27920,6956,7
71305,6956,9
62327,6956,8
27705,6956,8
243120,6956,9
271423,6956,5
194590,6956,6
314462,9919,4
237884,9919,4
316444,9919,6
73883,9919,7
187070,9919,7
37544,9919,10
240222,9919,9
41641,9919,5
180336,9919,7
223649,9919,5
44165,9919,6
193786,9919,6
226086,9919,9
303119,9919,5
308223,9919,6
309492,9919,5
189973,9919,3
192840,9919,7
150915,9919,5
192676,9919,8
34826,8795,8
246803,8795,1
325021,8795,9
83651,8795,9
69287,8795,9
184421,8795,8
33789,8795,2
32363,8795,10
229562,530,5
241520,11737,9
157433,14941,9
283825,14941,7
132607,14941,9
91769,14941,8
17787,182,9
36781,182,9
167991,182,10
218162,182,9
217607,182,4
158,182,10
201539,182,7
251473,12883,10
94583,12883,8
167513,12883,8
213662,12883,10
82274,12883,10
143107,12883,10
273459,12883,6
224487,12883,8
212377,12883,9
170253,12883,10
92725,12883,10
76145,12883,9
67531,12883,6
70655,12883,10
190381,12883,10
95699,12883,10
72011,12883,10
64665,12883,10
299926,12883,7
251349,12883,6
219564,182,4
311880,182,3
6471,182,10
16844,182,10
305229,182,8
35884,182,7
18459,182,9
421,182,8
1988,182,8
13834,182,7
169231,182,4
1331,182,10
8469,182,8
310068,12883,8
313841,12883,7
131953,12883,9
203624,12883,9
74809,12883,9
203220,12883,10
316086,12883,9
61761,12883,8
72363,12883,8
321335,12883,10
64635,12883,10
83148,12883,9
100345,12883,6
60037,12883,8
177797,12883,9
69155,12883,10
179488,12883,4
187753,12883,9
63447,12883,10
64031,12883,9
92033,14941,10
193194,14941,7
181583,14941,8
91739,14941,8
91953,14941,9
259918,11737,5
133777,11737,8
147073,11737,7
107971,11737,6
209641,11737,10
224072,11737,7
205588,11737,6
318573,11737,10
270191,11737,6
271100,11737,6
106469,11737,8
108729,11737,9
106449,11737,8
112335,11737,6
111127,11737,10
106397,11737,6
203433,11737,9
104035,11737,9
107809,11737,7
32608,530,6
309380,530,8
310416,530,9
34437,530,10
294823,530,7
118533,530,8
12314,530,7
88203,530,8
66425,530,6
131231,530,8
1468,530,10
282113,530,10
17052,530,8
303246,530,9
147125,530,7
187201,530,5
36465,530,8
1365,530,9
13056,530,9
237290,398,1
105953,15195,8
302648,978,7
107711,978,9
48951,10092,8
35274,997,10
4969,997,8
18885,997,8
166255,10092,5
40421,10092,9
79662,10092,7
37859,10092,9
